zipcode,mediansalary,Pop
56263,43906,581
56264,52508,"2,373"
56265,42735,"7,958"
56266,49662,"1,760"
56267,44858,"6,790"
56270,47848,"1,036"
56271,44581,"1,328"
56273,59051,"4,490"
56274,40064,175
56276,45753,290
56277,42471,"3,359"
56278,40850,"2,884"
56279,69712,"1,272"
56280,47918,562
56281,58500,585
56282,57950,"1,680"
56283,43595,"7,136"
56284,48362,"2,265"
56285,50260,"1,180"
56287,48914,70
56288,59934,"4,523"
56289,55121,692
56291,49927,612
56292,42102,690
56293,48745,"1,287"
56294,48914,103
56295,47885,307
56296,43049,"2,329"
56297,48729,865
56301,43042,"29,000"
56303,45344,"23,661"
56304,37776,"15,261"
56307,55596,"4,193"
56308,46167,"21,706"
56309,44471,"1,161"
56310,64724,"4,888"
56311,39667,751
56312,44025,"2,514"
56313,55383,107
56314,54604,"1,109"
56315,48714,"1,486"
56316,45752,"1,471"
56318,50895,"1,216"
56319,54452,"1,117"
56320,67405,"7,232"
56321,70682,684
56323,55601,564
56324,54651,"1,075"
56325,40466,165
56326,48196,"1,477"
56327,59549,766
56328,54459,149
56329,55648,"6,515"
56330,52019,"1,261"
56331,56180,"1,855"
56332,56458,"1,315"
56334,43858,"5,544"
56335,56563,170
56336,46986,"1,513"
56338,50656,"1,591"
56339,40384,"1,134"
56340,58238,"2,194"
56342,43650,"2,706"
56343,53695,878
56345,44090,"14,589"
56347,43584,"6,595"
56349,48177,690
56350,39539,554
56352,50196,"5,358"
56353,46266,"7,184"
56354,44191,"1,189"
56355,54051,507
56356,56563,280
56357,55780,902
56358,48970,"3,026"
56359,34681,"3,664"
56360,51989,"3,659"
56361,40880,"2,466"
56362,52476,"5,660"
56363,55383,109
56364,51127,"5,211"
56367,62096,"5,446"
56368,59484,"4,105"
56369,70682,478
56371,58042,114
56373,57913,"2,602"
56374,60387,"9,260"
56375,67904,858
56376,58042,280
56377,69415,"11,399"
56378,49619,"7,265"
56379,55358,"13,698"
56381,49173,"2,551"
56382,53290,"1,525"
56384,54167,336
56385,55020,961
56386,44099,763
56387,38250,"6,577"
56389,50270,89
56401,44067,"26,942"
56425,49419,"5,588"
56431,42857,"8,252"
56433,44570,"1,639"
56434,39703,181
56435,39113,"2,610"
56436,45411,51
56437,41125,"1,259"
56438,44192,"2,888"
56440,40946,"1,361"
56441,38033,"3,296"
56442,49149,"2,061"
56443,45541,"1,413"
56444,43609,"3,098"
56446,41022,"1,663"
56447,42291,"1,148"
56448,42832,375
56449,56573,"1,458"
56450,41756,"1,043"
56452,44023,"1,885"
56453,41455,921
56455,41679,"1,372"
56456,50700,47
56458,52814,347
56461,48597,"2,829"
56464,40324,"3,993"
56465,49340,"1,993"
56466,44526,"2,816"
56467,44357,"2,148"
56468,52612,"4,400"
56469,36139,989
56470,41122,"9,667"
56472,43184,"5,212"
56473,56433,"2,563"
56474,40353,"3,905"
56475,52605,"1,496"
56477,39740,"2,750"
56479,38783,"5,378"
56481,38206,"1,950"
56482,32545,"6,968"
56484,46936,"3,434"
56501,45152,"14,995"
56510,43393,"2,365"
56511,52863,"1,580"
56514,57762,"3,237"
56515,44973,"2,877"
56516,38374,338
56517,52677,279
56518,40900,383
56519,49412,333
56520,45029,"4,138"
56521,41266,740
56522,53719,721
56523,52699,567
56524,42721,711
56525,66432,125
56527,42160,843
56528,45546,"1,666"
56529,50625,"3,031"
56531,43621,"2,150"
56533,57429,291
56534,49173,"1,154"
56535,40481,"1,276"
56536,65111,593
56537,43393,"19,022"
56540,50007,"1,987"
56541,38558,15
56542,40180,"2,833"
56543,53347,295
56544,48533,"4,869"
56545,38558,802
56546,66927,384
56547,63493,"2,423"
56548,41738,862
56549,56931,"4,144"
56550,41814,449
56551,41865,"2,188"
56552,56251,467
56553,53347,362
56554,53495,"2,511"
56556,41376,"1,160"
56557,38660,"2,942"
56560,45491,"35,016"
56565,52057,121
56566,39375,323
56567,41782,"3,210"
56568,52699,149
56569,39511,"1,264"
56570,43570,"1,257"
56571,41540,"1,707"
56572,41051,"5,552"
56573,43859,"5,599"
56574,42186,333
56575,40177,736
56576,44405,912
56577,39511,29
56578,45744,671
56579,50766,"1,207"
56580,65871,"1,021"
56581,41738,370
56583,46466,238
56584,38558,"1,713"
56585,56280,"1,009"
56586,48597,"1,756"
56587,50948,"1,298"
56588,41772,518
56589,39147,"2,001"
56590,43258,418
56591,39511,156
56592,41340,493
56593,43886,20
56594,53347,478
56601,44722,"28,205"
56621,37988,"4,409"
56623,17162,"1,262"
56626,32418,429
56627,42198,369
56628,42062,"1,700"
56629,42198,239
56630,42343,"2,047"
56633,38674,"4,399"
56634,40297,"1,597"
56636,43053,"4,996"
56637,37865,240
56639,40776,415
56641,37200,347
56644,40355,778
56646,40202,399
56647,46700,821
56649,36027,"10,572"
56650,38626,824
56651,39778,497
56652,41208,492
56653,48743,"1,463"
56654,42198,159
56655,41769,"1,350"
56657,49390,238
56658,42198,11
56659,38410,46
56660,42198,304
56661,40236,"1,025"
56662,36910,459
56663,48397,214
56666,30421,"1,068"
56667,43528,650
56668,47231,178
56669,50414,406
56670,30421,"1,298"
56671,30726,"2,772"
56672,36873,"1,913"
56673,45175,851
56676,42950,"1,648"
56678,50428,"1,102"
56680,38255,112
56681,38338,338
56683,51973,662
56684,43160,334
56685,39293,121
56686,42105,"1,083"
56687,50410,84
56688,37804,181
56701,43693,"12,330"
56710,49647,535
56711,42105,120
56713,51961,"1,118"
56714,50320,"1,336"
56715,1725,17
56716,42994,"9,859"
56720,55750,62
56721,53890,"9,164"
56722,67411,439
56723,53963,"1,013"
56724,45875,205
56725,53234,969
56726,46903,"1,749"
56727,43203,841
56728,54130,"1,636"
56729,39792,184
56731,55750,108
56732,40255,"1,206"
56733,54775,540
56734,39792,527
56735,42763,866
56736,42731,889
56737,45918,913
56738,47683,"1,320"
56741,42105,31
56742,13013,209
56744,108994,720
56748,6766,81
56750,42322,"2,567"
56751,51629,"5,826"
56754,59700,526
56755,55750,153
56756,48406,866
56757,52594,"1,112"
56758,48063,469
56759,46003,348
56760,48063,373
56761,46545,521
56762,51647,"2,675"
56763,49701,"5,206"
57001,47922,"1,672"
57002,52170,863
57003,60928,"1,879"
57004,48677,"3,356"
57005,66545,"10,473"
57006,42304,"24,530"
57010,56405,493
57012,42125,"1,160"
57013,49069,"4,440"
57014,45125,"1,471"
57015,51660,787
57016,56546,693
57017,57066,"1,340"
57018,58633,"1,372"
57020,60332,"1,502"
57021,42907,276
57022,57018,"4,996"
57024,48364,428
57025,61224,"2,795"
57026,95790,"1,471"
57027,47076,109
57028,48436,"3,448"
57029,36991,"2,023"
57030,115312,"2,966"
57031,52950,741
57032,72987,"5,906"
57033,62252,"4,713"
57034,47137,712
57035,61499,"1,200"
57036,43026,811
57037,50135,819
57038,65577,"1,667"
57039,52968,"3,265"
57040,52408,389
57041,58633,97
57042,39266,"8,415"
57043,50686,"1,378"
57045,37425,996
57046,52408,626
57047,48569,256
57048,43422,"1,170"
57049,65577,"5,789"
57050,48665,191
57051,44835,263
57052,38581,452
57053,50965,"1,893"
57054,48665,502
57055,60732,"1,090"
57057,48665,152
57058,41966,"1,973"
57059,42111,"1,522"
57061,51005,102
57062,36827,"2,410"
57063,44158,"1,006"
57064,69373,"5,072"
57065,57066,397
57066,42229,"1,508"
57067,52408,537
57068,125260,"1,503"
57069,31644,"11,988"
57070,43407,"1,387"
57071,50972,"2,758"
57072,53988,584
57073,58775,711
57075,55778,893
57076,46668,521
57077,56591,"1,324"
57078,84819,"19,134"
57103,57708,"34,480"
57104,38328,"25,901"
57105,51675,"22,268"
57106,58405,"39,852"
57107,55924,"8,044"
57108,78311,"17,267"
57110,67011,"12,309"
57117,51533,61
57197,49137,959
57201,44124,"24,983"
57212,46204,"2,062"
57213,48338,485
57214,44835,75
57216,42800,"1,044"
57217,43894,244
57218,45363,327
57219,39048,567
57220,51005,767
57221,44138,808
57223,44819,"1,356"
57224,36446,195
57225,43894,"1,873"
57226,47705,"2,072"
57227,43710,434
57231,45249,"1,695"
57232,41023,299
57233,44835,118
57234,44903,"1,274"
57235,57098,844
57236,43894,118
57237,45363,665
57238,47960,483
57239,36275,223
57241,44171,"1,048"
57242,45971,432
57243,56676,604
57245,56346,126
57246,54432,161
57247,41023,320
57248,44340,"1,057"
57249,44835,994
57251,41846,127
57252,42284,"4,800"
57255,36446,538
57256,45915,127
57257,39816,810
57258,45758,385
57259,52098,505
57260,36446,"1,093"
57261,38288,321
57262,34917,"4,963"
57263,56226,450
57264,54432,219
57265,52739,225
57266,44970,607
57268,46026,443
57269,49611,413
57270,40891,904
57271,43975,247
57272,57338,173
57273,36493,"1,316"
57274,35891,"2,813"
57276,52170,"1,178"
57278,43894,748
57279,43557,"1,058"
57301,41701,"18,375"
57311,45842,"1,616"
57312,42852,516
57313,41622,"1,128"
57314,44732,734
57315,36603,987
57317,34482,526
57319,41813,"1,003"
57321,43992,388
57322,48731,296
57323,43958,215
57324,50024,383
57325,46539,"3,054"
57328,42794,"1,134"
57329,31361,258
57330,40016,625
57331,47918,459
57332,45309,730
57334,53928,895
57335,34482,244
57337,43958,140
57339,27926,"1,525"
57340,46468,355
57341,27926,151
57342,41149,558
57344,42794,155
57345,41196,"1,238"
57346,41196,68
57348,47708,527
57349,43958,"1,493"
57350,40866,"14,534"
57353,47343,829
57355,50168,"1,352"
57356,29583,"1,993"
57358,40607,34
57359,46087,649
57361,29583,198
57362,44006,"2,149"
57363,56573,"1,003"
57364,42794,56
57365,40573,522
57366,46346,"2,228"
57367,29583,210
57368,45230,"1,226"
57369,44009,"2,495"
57370,46500,814
57371,46737,234
57373,44527,437
57374,43140,343
57375,45230,647
57376,39203,"1,010"
57379,46471,84
57380,31055,"3,470"
57381,46590,490
57382,40755,"1,591"
57383,45276,732
57384,46471,839
57385,44360,"1,221"
57386,50024,209
57401,43834,"30,061"
57420,42305,75
57421,41023,88
57422,39048,235
57424,49820,291
57426,48683,63
57427,50326,620
57428,42077,710
57429,50600,94
57430,41023,"2,243"
57432,45833,465
57433,48683,383
57434,52196,566
57435,39753,247
57436,50600,384
57437,32983,"1,286"
57438,38203,"1,580"
57439,57781,52
57440,50588,612
57441,48683,607
57442,42366,"1,664"
57445,56932,"2,068"
57446,48683,472
57448,40074,348
57449,48683,146
57450,42402,672
57451,48836,"2,293"
57452,42444,278
57454,40825,558
57455,42422,96
57456,33650,862
57457,31923,90
57460,53735,365
57461,50321,392
57465,47088,371
57466,39073,124
57467,44377,293
57468,39048,247
57469,40355,"3,305"
57470,42082,143
57471,42316,674
57472,42305,953
57473,39278,161
57474,57781,197
57475,42289,160
57476,49827,463
57477,50600,117
57479,57781,666
57481,42967,598
57501,52266,"16,309"
57520,48958,153
57521,37556,167
57522,56779,463
57523,34263,"1,094"
57528,42500,748
57529,37012,395
57531,49464,228
57532,51815,"2,835"
57533,33787,"1,900"
57534,42500,183
57536,56379,469
57537,51875,83
57538,34482,322
57540,41196,106
57541,42500,167
57543,38330,870
57544,38999,419
57547,35612,139
57548,29000,"1,380"
57551,31379,"2,279"
57552,46917,554
57553,46281,153
57555,35185,"3,834"
57559,49464,638
57560,34276,436
57562,49464,98
57563,36071,240
57564,48896,995
57566,34337,"1,060"
57567,45653,"1,406"
57568,40573,689
57569,39455,445
57570,23247,"2,064"
57571,34482,14
57572,23247,"1,847"
57574,41467,104
57576,40922,204
57577,35651,"1,211"
57579,34055,"1,330"
57580,39242,"4,449"
57584,42500,125
57585,34055,226
57601,38533,"4,003"
57620,33361,515
57621,31750,378
57622,27578,318
57623,27578,"1,042"
57625,25430,"4,230"
57626,34656,971
57630,40847,32
57631,42473,361
57632,42833,634
57633,36431,414
57634,31750,115
57636,40847,164
57638,69270,"1,986"
57639,31750,371
57640,33361,176
57641,64076,313
57642,57450,"1,976"
57644,32154,335
57645,68247,213
57646,42833,199
57648,78448,349
57649,33631,217
57650,34792,29
57651,34792,115
57652,40847,402
57656,40444,723
57657,34560,203
57658,30195,446
57660,67151,97
57661,40847,88
57701,38754,"43,462"
57702,63338,"32,980"
57703,51919,"14,205"
57706,42493,"2,903"
57714,41467,872
57716,21678,486
57717,42231,"8,007"
57718,53083,"6,307"
57719,46236,"6,217"
57720,34792,651
57722,43043,283
57724,70495,226
57725,48526,162
57730,44130,"5,315"
57732,51108,"1,979"
57735,42569,"1,327"
57738,48958,170
57741,53333,63
57744,47245,"2,238"
57745,52016,"2,109"
57747,35406,"5,870"
57748,30101,318
57750,36933,295
57751,70034,844
57752,19527,"2,245"
57754,41679,"3,793"
57755,34792,116
57756,22931,"1,126"
57758,36836,200
57759,41214,546
57760,34383,"1,353"
57761,46363,"1,210"
57762,34375,531
57763,41250,282
57764,24487,"1,923"
57766,41250,237
57767,44664,149
57769,52675,"3,515"
57770,31113,"5,271"
57772,18916,"2,048"
57773,48958,133
57775,47002,230
57776,34792,15
57779,55859,333
57780,48526,102
57782,41250,61
57783,42256,"14,290"
57785,41116,"9,377"
57787,37244,365
57788,37996,485
57790,48526,"1,111"
57791,43775,190
57792,37244,129
57793,55169,"1,913"
57794,20888,644
57799,49098,660
58001,54453,53
58002,60978,20
58004,59140,274
58005,65931,491
58006,62679,505
58007,56462,131
58008,52710,265
58009,49185,106
58011,52983,422
58012,58426,"2,050"
58013,49643,166
58015,54453,303
58016,47602,183
58017,49307,435
58018,54643,362
58021,68824,454
58027,45129,"1,491"
58029,62679,158
58030,55375,755
58031,53588,491
58032,49597,761
58033,55667,401
58035,50256,341
58036,62679,332
58038,58840,355
58040,49079,912
58041,43502,"1,785"
58042,77360,"1,220"
58043,49643,209
58045,41086,"2,287"
58046,44766,680
58047,68726,"2,843"
58048,61890,513
58049,54119,372
58051,65747,"1,378"
58052,62576,613
58053,43416,"1,332"
58054,48146,"3,357"
58056,47754,189
58057,47985,169
58058,42708,127
58059,72977,"1,037"
58060,48551,"1,477"
58061,53106,417
58062,54409,196
58063,53990,362
58064,52779,504
58065,53990,29
58067,49643,339
58068,41063,379
58069,49512,152
58071,53148,409
58072,39773,"8,316"
58075,45462,"9,993"
58076,46028,488
58077,54466,693
58078,55871,"15,953"
58079,56503,528
58081,53391,"1,027"
58102,42432,"30,121"
58103,40347,"46,859"
58104,68220,"14,341"
58105,24750,"1,762"
58201,48814,"32,537"
58202,20680,"1,726"
58203,34891,"16,947"
58204,55052,"4,739"
58205,55052,93
58210,46161,453
58212,40227,609
58214,54066,379
58216,55556,170
58218,50729,749
58219,49185,35
58220,46628,"2,689"
58222,43726,369
58223,50400,253
58224,39071,54
58225,107482,"1,272"
58227,45935,577
58228,60577,"1,065"
58229,47978,170
58230,44191,751
58231,53527,559
58233,53857,351
58235,57530,480
58237,42363,"5,858"
58238,54090,209
58239,57479,86
58240,50741,"1,292"
58241,43726,165
58243,53155,617
58244,57530,287
58249,43402,"2,944"
58250,46161,335
58251,54077,"2,139"
58254,39071,665
58256,57530,949
58257,43747,"2,337"
58258,57042,291
58259,39071,544
58260,57479,239
58261,53165,"1,247"
58262,43726,179
58265,52669,630
58266,51798,249
58267,58457,"1,560"
58269,57479,266
58270,44781,"2,099"
58271,55556,788
58272,39071,338
58273,53688,283
58274,44636,"1,054"
58275,58556,779
58276,51628,676
58277,44191,228
58278,64432,"1,859"
58281,57479,150
58282,43471,"1,597"
58301,39923,"9,905"
58311,57479,129
58316,26636,"6,303"
58317,43684,325
58318,37988,"3,876"
58321,49911,179
58323,57479,65
58324,43684,"1,614"
58325,49316,208
58327,54181,411
58329,31285,"3,162"
58330,54181,459
58331,43684,175
58332,34628,426
58335,20214,"1,557"
58338,54909,136
58339,43684,46
58341,36392,"2,963"
58343,33942,133
58344,39299,"1,058"
58345,52001,206
58346,34277,756
58348,34596,962
58351,25646,580
58352,56764,560
58353,35625,165
58355,57479,111
58356,38544,"1,955"
58357,20214,318
58361,39071,223
58362,54181,109
58363,42719,117
58365,43684,468
58366,35625,"1,076"
58367,29407,"1,843"
58368,36777,"4,043"
58369,30318,"1,140"
58370,32364,"1,345"
58372,52242,137
58374,35703,665
58377,53928,419
58379,32446,271
58380,38629,478
58381,33906,408
58382,54181,225
58384,37209,724
58385,32901,253
58386,33712,161
58401,42641,"17,829"
58402,42163,143
58405,39369,112
58413,35351,"1,393"
58415,42305,150
58416,40085,497
58418,41121,429
58420,57204,330
58421,41306,"3,125"
58422,41336,258
58423,40273,100
58424,48231,355
58425,40085,"1,538"
58426,57204,245
58428,34250,268
58429,53390,365
58430,37727,115
58431,42305,154
58433,42726,"1,238"
58436,32948,"2,158"
58438,41336,822
58439,82775,346
58440,39472,223
58441,50852,443
58442,42208,567
58443,41066,274
58444,37727,308
58445,40657,156
58448,40085,408
58451,41336,244
58452,40085,15
58454,43538,397
58455,53494,361
58456,42871,644
58458,50815,"1,499"
58460,37821,286
58461,53381,498
58463,37727,772
58464,39936,315
58466,47282,405
58467,47495,682
58472,45679,488
58474,39041,"2,845"
58475,35095,190
58476,57204,298
58477,54926,152
58478,34250,189
58479,53650,231
58480,53650,367
58481,55178,293
58482,34250,"1,070"
58483,45067,374
58484,40264,93
58486,42525,347
58487,34250,511
58488,34250,325
58490,53140,336
58492,53039,537
58494,54926,366
58495,35380,"1,522"
58496,57204,236
58497,47616,367
58501,43423,"27,089"
58503,69119,"16,533"
58504,54808,"22,651"
58520,39128,266
58521,61272,507
58523,59105,"3,740"
58524,35340,134
58528,32326,780
58529,39500,793
58530,62308,"1,310"
58531,52713,346
58532,53777,322
58533,39500,"1,010"
58535,58343,672
58538,27188,"2,237"
58540,46019,"2,279"
58541,54484,385
58542,35615,395
58544,35615,583
58545,64298,"3,574"
58549,38185,259
58552,35615,"2,124"
58554,51751,"20,253"
58558,59063,704
58559,54251,250
58560,59063,172
58561,41741,"1,227"
58562,39385,537
58563,45137,"2,110"
58564,39500,136
58565,60405,283
58566,62112,178
58568,31789,564
58569,39500,115
58570,47473,426
58571,55532,597
58572,59063,354
58573,35615,922
58575,47486,951
58576,59901,"1,030"
58577,60405,"1,804"
58579,57976,"1,281"
58580,54484,431
58581,34904,355
58601,50256,"19,240"
58620,43936,160
58621,33333,"1,326"
58622,44640,"1,639"
58623,79681,"2,342"
58625,49316,237
58626,48707,256
58627,51923,171
58630,53543,568
58631,39366,"1,281"
58632,33333,224
58634,58463,229
58636,48951,804
58638,40191,"1,098"
58639,35966,"1,932"
58640,48707,"1,228"
58641,48257,104
58642,48937,322
58643,44607,190
58645,51280,231
58646,39087,"1,300"
58647,39618,"1,092"
58649,71222,409
58650,37967,482
58651,51122,516
58652,40647,"1,097"
58653,86942,654
58654,33481,347
58655,42806,505
58656,42318,381
58701,44597,"24,691"
58703,51140,"20,588"
58704,50022,"4,848"
58705,50022,97
58707,41250,442
58710,38459,569
58711,44970,223
58712,38600,174
58713,34795,41
58716,48692,129
58718,56975,981
58721,50781,604
58722,57408,"1,523"
58723,42734,315
58725,49944,325
58727,50800,341
58730,48152,"1,346"
58731,39656,382
58733,57500,447
58734,54183,331
58735,53219,362
58736,38512,568
58737,50800,167
58740,52922,691
58741,35028,604
58744,38600,217
58746,50093,"1,660"
58748,38909,182
58750,45826,550
58752,50800,241
58755,47437,133
58756,57816,249
58757,36410,791
58758,38297,297
58759,52161,761
58760,44970,285
58761,49136,"1,175"
58762,44395,248
58763,40441,"2,920"
58765,48152,302
58768,49244,300
58769,64890,239
58770,60530,"1,278"
58771,63042,475
58772,50800,157
58773,52997,744
58775,46019,351
58776,64890,217
58778,45130,167
58779,52642,442
58781,64167,711
58782,49315,500
58783,39123,410
58784,64687,"1,731"
58785,63825,"1,081"
58787,49583,160
58788,34843,"1,250"
58789,35075,364
58790,39955,"1,565"
58792,38600,279
58793,44970,762
58794,64890,135
58795,47075,252
58801,54983,"15,914"
58830,47182,230
58831,51819,456
58833,48152,93
58835,58346,299
58838,51635,187
58843,57439,338
58844,48152,195
58845,53573,345
58847,59265,232
58849,56951,821
58852,49404,"1,615"
58853,54904,339
58854,53698,"2,452"
58856,51731,130
59001,53704,"1,616"
59002,77179,179
59003,38989,"1,210"
59006,35926,846
59007,53000,121
59008,53634,382
59010,13329,47
59011,43723,"2,983"
59012,39708,202
59013,53091,137
59014,47192,"1,405"
59015,69694,437
59016,34004,954
59018,44917,633
59019,60933,"3,367"
59020,50625,132
59022,42896,"1,807"
59024,35716,379
59025,33864,81
59026,45689,165
59027,45980,639
59028,53221,450
59029,47221,802
59030,49602,"1,358"
59031,42898,295
59032,40422,369
59033,43723,288
59034,35395,"5,075"
59035,38750,220
59036,30321,"1,537"
59037,46200,"1,470"
59038,1378,31
59039,40075,34
59041,42771,"1,860"
59043,35867,"2,855"
59044,50512,"9,625"
59046,35754,412
59047,37609,"11,868"
59050,39930,"1,807"
59052,43790,179
59053,31150,374
59054,37484,365
59055,43723,75
59057,63337,519
59058,42955,45
59059,36673,163
59061,53221,357
59062,37685,28
59063,56411,"1,656"
59064,35725,255
59065,47120,138
59066,38750,682
59067,56411,251
59068,52455,"3,453"
59069,53242,428
59070,56044,817
59071,58906,112
59072,37122,"3,940"
59074,35726,628
59075,38750,372
59077,42955,79
59078,30697,158
59079,65884,"3,073"
59081,50625,25
59082,44088,28
59085,30321,112
59086,45550,795
59088,35926,"1,209"
59089,39931,422
59101,40495,"36,227"
59102,51516,"44,605"
59105,59035,"23,349"
59106,86429,"7,731"
59201,45065,"5,074"
59211,39080,164
59212,48235,347
59213,32126,736
59214,48167,137
59215,47959,"1,250"
59217,60030,85
59218,45942,"1,040"
59219,43819,249
59221,98052,"1,549"
59222,38125,256
59223,53227,324
59225,49571,625
59226,45392,455
59230,42123,"4,595"
59231,49571,181
59240,53542,27
59241,53413,432
59242,43819,95
59243,58907,394
59244,51221,77
59247,43819,377
59248,50656,842
59250,53542,259
59252,37500,182
59253,38125,158
59254,37575,"2,369"
59255,30534,"3,678"
59256,37500,67
59257,37500,87
59258,41623,142
59259,46022,410
59260,48622,164
59261,38001,563
59262,59130,671
59263,38125,"1,482"
59270,104646,"7,249"
59274,48167,251
59275,90926,458
59276,38125,80
59301,38674,"11,381"
59311,35703,202
59312,42955,45
59313,52529,"2,418"
59314,37685,126
59315,43688,170
59317,37685,"1,238"
59318,42955,119
59322,42955,105
59323,73076,"2,435"
59324,35703,943
59326,35296,264
59327,40752,"2,968"
59330,51676,"8,346"
59332,35703,151
59333,43500,47
59336,46288,233
59337,42955,864
59338,44359,120
59339,43688,129
59343,37685,80
59344,52529,330
59347,41817,353
59349,35198,939
59351,38972,223
59353,40417,"1,068"
59354,52529,33
59401,36720,"14,361"
59404,53692,"24,766"
59405,39070,"31,648"
59410,32376,722
59411,49879,508
59412,44697,"1,665"
59414,42143,914
59416,40806,431
59417,34525,"7,330"
59418,42043,92
59419,35230,177
59420,46538,160
59421,54898,"2,013"
59422,33208,"2,751"
59424,42789,95
59425,38964,"3,895"
59427,43662,"4,876"
59430,43102,556
59432,31607,115
59433,39076,713
59434,53901,522
59436,49441,"1,872"
59440,44775,172
59441,43163,128
59442,45823,"1,978"
59443,50899,638
59444,42537,240
59446,38594,655
59447,41473,298
59448,31607,784
59450,38594,522
59451,43163,279
59452,41473,561
59453,33089,423
59454,46583,237
59456,41161,170
59457,35879,"9,162"
59460,38909,252
59461,40212,34
59462,41473,200
59463,44663,190
59464,43060,493
59465,44697,95
59466,46088,118
59467,34164,239
59468,39772,597
59469,41473,168
59471,43163,438
59472,44697,621
59474,38676,"3,382"
59477,51647,541
59479,41473,946
59480,44697,541
59482,46583,826
59483,51627,512
59484,46583,160
59485,51627,725
59486,31708,"1,352"
59487,51188,"1,217"
59489,43163,330
59501,43584,"13,247"
59520,38594,"1,291"
59521,38555,"2,850"
59522,40212,"1,590"
59523,42767,"2,610"
59524,32666,704
59525,37457,320
59526,36302,"2,560"
59527,27292,"1,019"
59528,37457,265
59529,37596,183
59530,37457,176
59531,40126,354
59532,37457,237
59535,42773,73
59537,36453,128
59538,36453,"3,170"
59540,37457,417
59542,37596,220
59544,36453,232
59545,40212,49
59546,36453,137
59547,42773,40
59601,47424,"28,037"
59602,54233,"18,534"
59631,46284,264
59632,46102,"1,907"
59633,52473,178
59634,79849,"3,968"
59635,51622,"6,233"
59636,71750,54
59638,46284,485
59639,31787,"1,319"
59640,52473,79
59642,31577,55
59643,46776,452
59644,40868,"3,399"
59645,31577,"1,614"
59647,46776,274
59648,51966,661
59701,38929,"33,613"
59703,51250,25
59710,39327,325
59711,37505,"9,282"
59713,40265,239
59714,52825,"10,805"
59715,45936,"29,675"
59716,52595,864
59718,57874,"16,916"
59720,47059,135
59721,40604,374
59722,39869,"5,928"
59724,35725,155
59725,37877,"7,811"
59727,47054,216
59728,40278,358
59729,47059,"1,769"
59730,58008,"1,455"
59731,40192,180
59732,46158,117
59733,40278,121
59735,43648,347
59736,34327,147
59739,34152,337
59740,45656,367
59741,53994,"3,748"
59743,50402,176
59745,45401,107
59746,46985,79
59747,43648,210
59748,51250,158
59749,39626,"1,414"
59750,51250,286
59751,43648,181
59752,43599,"2,790"
59754,43337,945
59755,39327,169
59756,42826,243
59758,43482,"1,673"
59759,38314,"3,230"
59760,43058,308
59761,34152,306
59762,35849,225
59801,30903,"28,637"
59802,43526,"16,829"
59803,61564,"14,173"
59804,52542,"7,428"
59808,51437,"11,732"
59820,54842,"1,218"
59821,36997,"2,159"
59823,44459,"1,438"
59824,35153,"1,715"
59825,46327,"2,440"
59826,43434,555
59827,31514,311
59828,45818,"4,420"
59829,34138,"2,720"
59830,36146,109
59831,21353,448
59832,36052,756
59833,55092,"4,909"
59834,67482,"1,866"
59837,36052,268
59840,36334,"12,078"
59841,60625,740
59842,36146,99
59843,40278,242
59844,33379,557
59845,23576,"1,176"
59846,67482,"1,418"
59847,95899,"5,061"
59848,21353,89
59851,47174,197
59853,33379,731
59854,40278,259
59855,36713,990
59856,31750,359
59858,36052,"1,498"
59859,31172,"2,949"
59860,37767,"9,224"
59863,33990,122
59864,37057,"5,902"
59865,34061,"2,894"
59866,36146,833
59867,36146,47
59868,43427,"1,941"
59870,44956,"8,327"
59871,31514,198
59872,38332,"2,169"
59873,33323,"2,717"
59874,33379,"1,269"
59875,44616,"3,418"
59901,44573,"39,068"
59910,42908,267
59911,50909,"6,990"
59912,46425,"11,595"
59913,39009,708
59914,42908,221
59915,42908,279
59916,39009,104
59917,37636,"3,530"
59918,37636,500
59919,39009,929
59920,46826,"1,297"
59922,59288,"1,830"
59923,29660,"10,019"
59925,46826,788
59926,39009,406
59927,39009,311
59928,39009,91
59929,49621,176
59930,37636,815
59931,48603,253
59932,59764,"1,288"
59933,37636,44
59934,37404,453
59935,33409,"3,268"
59936,39009,407
59937,46981,"11,300"
60002,78052,"24,299"
60004,78326,"50,582"
60005,71000,"29,308"
60007,67971,"33,820"
60008,65774,"22,717"
60010,117974,"43,960"
60012,83389,"11,120"
60013,96455,"26,872"
60014,80789,"48,550"
60015,123609,"26,800"
60016,59141,"59,690"
60018,52862,"30,099"
60020,64293,"9,825"
60021,87958,"5,545"
60022,201354,"8,153"
60025,97539,"39,105"
60026,106813,"13,335"
60029,157708,482
60030,88492,"36,056"
60031,88432,"37,947"
60033,54822,"13,922"
60034,74794,"2,040"
60035,117473,"29,763"
60040,71595,"5,431"
60041,62144,"9,250"
60042,73356,"8,547"
60043,223106,"2,513"
60044,116250,"9,792"
60045,137059,"20,925"
60046,89179,"35,111"
60047,123788,"41,669"
60048,109619,"29,095"
60050,68689,"31,620"
60051,72490,"25,192"
60053,69404,"23,260"
60056,70757,"55,219"
60060,83334,"37,189"
60061,102484,"25,748"
60062,102161,"39,936"
60064,41599,"15,406"
60067,89822,"38,585"
60068,87787,"37,475"
60069,138178,"8,384"
60070,56534,"16,001"
60071,74999,"3,598"
60072,74219,928
60073,67317,"60,002"
