zipcode,mediansalary,Pop
11414,70965,"28,120"
11415,55983,"19,423"
11416,46713,"21,053"
11417,56103,"28,748"
11418,57063,"36,587"
11419,49705,"44,065"
11420,55056,"41,750"
11421,55094,"37,664"
11422,68823,"26,308"
11423,64756,"31,575"
11424,61900,467
11425,70284,26
11426,74452,"17,445"
11427,57224,"21,275"
11428,71127,"20,923"
11429,72714,"27,816"
11430,50483,197
11432,50291,"54,915"
11433,41780,"28,391"
11434,51641,"52,603"
11435,44722,"47,317"
11436,62297,"18,291"
11501,78423,"19,466"
11507,103384,"7,526"
11509,106773,"2,852"
11510,99077,"32,552"
11514,84511,"4,904"
11516,93264,"6,997"
11518,89715,"11,158"
11520,68768,"44,329"
11530,127418,"26,753"
11542,77618,"27,205"
11545,152909,"12,081"
11547,114409,644
11548,213520,"2,445"
11550,57385,"58,967"
11552,93065,"23,354"
11553,71093,"23,540"
11554,87598,"37,455"
11556,73445,13
11557,113487,"8,053"
11558,85183,"8,553"
11559,112233,"8,100"
11560,102206,"6,812"
11561,85039,"39,648"
11563,87861,"23,227"
11565,115184,"9,088"
11566,120360,"35,616"
11568,195604,"3,995"
11569,112545,"1,502"
11570,112071,"27,303"
11572,97596,"31,236"
11575,67576,"15,785"
11576,156674,"12,885"
11577,131919,"11,274"
11579,99101,"5,148"
11580,85372,"37,887"
11581,93231,"20,192"
11590,87977,"42,593"
11596,108682,"10,492"
11598,131335,"13,170"
11691,35645,"54,005"
11692,42385,"15,850"
11693,54874,"11,120"
11694,75157,"19,299"
11697,82291,"4,206"
11701,65927,"25,654"
11702,95477,"15,125"
11703,82421,"16,656"
11704,79200,"40,355"
11705,92356,"8,237"
11706,74856,"59,946"
11709,84100,"7,134"
11710,107781,"34,790"
11713,77829,"8,743"
11714,87906,"22,950"
11715,89808,"4,591"
11716,95944,"10,434"
11717,70191,"51,889"
11718,124722,"3,248"
11719,82188,"3,337"
11720,91189,"27,633"
11721,102308,"6,254"
11722,69657,"32,268"
11724,139283,"3,109"
11725,107564,"29,570"
11726,70310,"18,376"
11727,79880,"26,192"
11729,79371,"27,852"
11730,91842,"14,798"
11731,100244,"30,489"
11732,118206,"3,539"
11733,125383,"17,976"
11735,88757,"32,358"
11738,82335,"17,439"
11739,173438,"1,256"
11740,92304,"9,227"
11741,95241,"28,352"
11742,84777,"11,697"
11743,119062,"41,964"
11746,105002,"63,286"
11747,108881,"16,103"
11749,91497,"3,047"
11751,90015,"15,107"
11752,87162,"10,013"
11753,142621,"11,670"
11754,92735,"18,983"
11755,90612,"11,333"
11756,91413,"44,007"
11757,83838,"46,552"
11758,106935,"56,207"
11762,105852,"23,056"
11763,86519,"24,866"
11764,111468,"11,116"
11765,131250,567
11766,112406,"9,613"
11767,107043,"13,725"
11768,114683,"22,039"
11769,85271,"9,727"
11770,62031,161
11771,121984,"10,076"
11772,66823,"42,071"
11776,82521,"22,269"
11777,101591,"9,054"
11778,78940,"11,738"
11779,85987,"38,425"
11780,104936,"15,422"
11782,97018,"15,721"
11783,102422,"22,063"
11784,73740,"25,049"
11786,112174,"5,933"
11787,110137,"34,277"
11788,97671,"16,528"
11789,80797,"7,345"
11790,108212,"17,609"
11791,136223,"24,735"
11792,104158,"7,511"
11793,105568,"32,494"
11794,60167,"3,200"
11795,99994,"27,089"
11796,88053,"3,865"
11797,139209,"9,111"
11798,67938,"14,796"
11801,86201,"39,393"
11803,116391,"27,719"
11804,109050,"4,942"
11901,58528,"22,490"
11930,72175,"1,299"
11931,77663,180
11932,94589,"1,417"
11933,79402,"5,970"
11934,76052,"6,548"
11935,78766,"3,383"
11937,79893,"13,215"
11939,66193,776
11940,90241,"4,382"
11941,79352,"1,568"
11942,81472,"3,985"
11944,56250,"3,663"
11946,63450,"12,798"
11947,77663,309
11948,90243,803
11949,86595,"11,362"
11950,76802,"14,834"
11951,70905,"12,865"
11952,90734,"4,559"
11953,65320,"12,191"
11954,69918,"3,844"
11955,69803,"2,672"
11956,78359,328
11957,66193,709
11958,77933,543
11959,83144,"1,022"
11960,75522,"1,144"
11961,68939,"12,389"
11962,94770,445
11963,91016,"6,644"
11964,71384,"1,736"
11965,71384,489
11967,82570,"24,613"
11968,74487,"11,830"
11970,77663,473
11971,70997,"5,577"
11972,75353,"1,126"
11975,93112,394
11976,89905,"1,955"
11977,97954,"2,408"
11978,82516,"3,421"
11980,84579,"4,305"
12007,68165,89
12008,71667,424
12009,68448,"7,459"
12010,42485,"25,949"
12015,4810,277
12017,66723,382
12018,70813,"7,393"
12019,84969,"13,358"
12020,57472,"24,363"
12022,57321,"1,008"
12023,64865,"2,119"
12024,75954,23
12025,53760,"5,312"
12027,75087,"3,528"
12028,55629,"1,307"
12029,72992,"1,368"
12032,50698,956
12033,77276,"7,828"
12035,49932,672
12036,44734,267
12037,61861,"3,781"
12040,57321,84
12041,67785,412
12042,49989,285
12043,23043,"4,619"
12045,68165,752
12046,67693,920
12047,47341,"18,181"
12051,40501,"5,365"
12052,65532,"1,368"
12053,72749,"4,366"
12054,89453,"15,554"
12056,76634,"2,171"
12057,44286,"1,842"
12058,49233,"1,397"
12059,65996,"1,703"
12060,69241,"1,391"
12061,76606,"8,223"
12062,61042,"1,736"
12063,63234,330
12064,43733,530
12065,74935,"38,743"
12066,57983,"2,244"
12067,69404,"1,675"
12068,50377,"3,277"
12069,53873,245
12070,54988,"1,477"
12071,47545,254
12072,54670,"2,499"
12074,67456,"2,973"
12075,51162,"3,252"
12076,51808,"1,378"
12077,82112,"5,982"
12078,39632,"23,612"
12083,51357,"3,419"
12084,84844,"3,956"
12085,63219,219
12086,58262,"1,870"
12087,57747,"1,025"
12089,56188,77
12090,49059,"6,075"
12092,46012,"1,265"
12093,47590,"1,499"
12094,56949,"2,155"
12095,46267,"12,776"
12106,60180,"2,263"
12108,44048,480
12110,74237,"20,543"
12115,75954,221
12116,44214,"1,822"
12117,45955,"3,310"
12118,58015,"11,643"
12120,61628,616
12121,65702,"1,903"
12122,55065,"4,396"
12123,58221,"5,168"
12124,56094,627
12125,59688,"1,391"
12130,75433,976
12131,47545,117
12132,75954,388
12134,47134,"3,709"
12136,75934,841
12137,69406,"1,750"
12138,56466,"3,180"
12139,44048,274
12140,78045,"1,654"
12143,57698,"5,252"
12144,59477,"18,277"
12147,62738,549
12148,99306,"3,175"
12149,44630,"2,248"
12150,56042,759
12151,70493,707
12153,67481,763
12154,70630,"2,710"
12155,41541,"1,748"
12156,78979,827
12157,56295,"4,041"
12158,79794,"6,043"
12159,83622,"7,267"
12160,24429,391
12161,90136,132
12164,44048,393
12165,66413,156
12166,54270,"1,421"
12167,30899,"1,481"
12168,63718,"2,002"
12169,63107,312
12170,66139,"5,183"
12172,51250,412
12173,52586,"1,801"
12174,53264,358
12175,45878,871
12176,43058,166
12177,52174,488
12180,43270,"52,373"
12182,34651,"9,901"
12183,51417,"2,281"
12184,72879,"7,062"
12185,57210,"2,207"
12186,75527,"6,260"
12187,44480,646
12188,62862,"10,768"
12189,51612,"16,593"
12190,49231,737
12192,54889,"1,773"
12193,64792,"2,056"
12194,47545,161
12195,59688,228
12196,73424,"2,754"
12197,44186,"2,297"
12198,69252,"7,199"
12202,30074,"9,909"
12203,52240,"33,802"
12204,52330,"6,838"
12205,62986,"28,240"
12206,29384,"16,207"
12207,21287,"1,985"
12208,51134,"21,154"
12209,55024,"9,730"
12210,30598,"9,778"
12211,75955,"10,791"
12222,69271,4
12302,70228,"26,706"
12303,63694,"27,443"
12304,42509,"20,582"
12305,29049,"6,140"
12306,59267,"25,105"
12307,30340,"6,713"
12308,45308,"13,655"
12309,85500,"28,275"
12401,50558,"35,239"
12404,60222,"3,509"
12405,43150,591
12406,45814,842
12407,43233,144
12409,60089,783
12410,45651,460
12411,59329,571
12412,53186,605
12413,44042,"2,901"
12414,38297,"9,205"
12416,43467,210
12417,62875,729
12418,49961,522
12419,65736,694
12420,51000,382
12421,52860,525
12422,49961,343
12423,49961,970
12424,42656,264
12427,35286,382
12428,42583,"6,704"
12429,67303,327
12430,45113,"1,052"
12431,44341,"1,374"
12432,54554,379
12433,63387,509
12434,53308,695
12435,47813,315
12436,35286,624
12438,45461,104
12439,43259,302
12440,67414,"2,086"
12441,47072,123
12442,37162,974
12443,70824,"3,880"
12444,42656,529
12446,54539,"4,835"
12448,60089,452
12449,51943,"3,370"
12450,35286,200
12451,40910,"1,437"
12452,42656,216
12453,56336,390
12454,43233,294
12455,45253,"2,174"
12456,53705,586
12457,50272,877
12458,50798,"3,248"
12459,45882,205
12460,49961,348
12461,53553,"1,675"
12463,38445,"1,564"
12464,43467,"1,162"
12465,48275,318
12466,62875,"2,394"
12468,44002,"1,029"
12469,60515,720
12470,42083,510
12471,67303,234
12472,56997,"1,552"
12473,42083,758
12474,53308,"1,174"
12475,56622,351
12477,55247,"19,409"
12480,43836,601
12481,53553,"1,503"
12482,42289,743
12483,50209,332
12484,81391,"2,773"
12485,35286,780
12486,54844,"1,663"
12487,66903,"3,246"
12489,52789,586
12490,56336,95
12491,66125,"1,715"
12492,42656,281
12493,67303,498
12494,53553,817
12495,60089,272
12496,43233,"1,618"
12498,60921,"5,020"
12501,46316,"2,234"
12502,63828,"1,055"
12503,59844,734
12504,61250,961
12507,61250,226
12508,59870,"19,504"
12512,70000,166
12513,52857,732
12514,77190,"2,791"
12515,57001,"1,381"
12516,68886,"1,690"
12517,68929,421
12518,75280,"5,882"
12520,83233,"3,193"
12521,63482,"1,516"
12522,60821,"5,244"
12523,55006,"1,665"
12524,69062,"11,904"
12525,79216,"3,018"
12526,56052,"3,597"
12527,65583,163
12528,61291,"12,373"
12529,54579,"2,649"
12530,52857,162
12531,94979,"3,411"
12533,95653,"22,335"
12534,43950,"18,812"
12538,68602,"14,063"
12540,89946,"7,009"
12542,63864,"5,468"
12543,67082,"3,131"
12545,62676,"4,724"
12546,57569,"3,005"
12547,63344,"2,776"
12548,55703,"1,492"
12549,74230,"8,981"
12550,55352,"52,212"
12553,72767,"22,087"
12561,63333,"16,872"
12563,82870,"7,639"
12564,74941,"6,365"
12565,52857,"1,585"
12566,77388,"10,103"
12567,60962,"2,844"
12569,87412,"9,396"
12570,88127,"6,362"
12571,72020,"11,549"
12572,67659,"9,390"
12574,62917,196
12575,89614,"2,171"
12577,83153,"2,342"
12578,85523,"2,241"
12580,73532,"4,058"
12581,67132,"2,361"
12582,94916,"4,049"
12583,64982,"2,304"
12585,82278,774
12586,65019,"11,348"
12589,72921,"13,881"
12590,77749,"33,400"
12592,45834,"1,286"
12594,69058,"4,047"
12601,47533,"42,242"
12603,79125,"40,048"
12604,78448,542
12701,33985,"11,376"
12719,51122,"1,076"
12720,55659,214
12721,63712,"5,779"
12722,58125,179
12723,54346,"1,893"
12724,52182,264
12725,29960,170
12726,57405,"1,183"
12729,47321,"1,949"
12732,51416,817
12733,47339,"1,023"
12734,40170,840
12736,59650,150
12737,48011,"1,471"
12738,54998,345
12740,7836,302
12741,59650,304
12742,40440,209
12743,51428,370
12745,53498,156
12746,47337,930
12747,45286,"1,727"
12748,53103,"2,154"
12749,43952,394
12750,53598,199
12751,40625,458
12752,57917,177
12754,34529,"6,715"
12758,49840,"4,142"
12759,39992,"1,751"
12760,46657,543
12762,48411,435
12763,47838,872
12764,56077,"1,664"
12766,52323,477
12767,59650,101
12768,31233,911
12769,59519,275
12770,48011,274
12771,49523,"13,856"
12775,61901,"1,538"
12776,50438,"2,166"
12777,61667,772
12778,55638,694
12779,48039,"1,889"
12780,45682,"2,255"
12781,59519,309
12783,48571,"1,901"
12784,61901,58
12785,52585,"1,056"
12786,51985,579
12787,48763,345
12788,38736,"3,053"
12789,44265,"1,652"
12790,59068,"4,289"
12791,52045,652
12792,51523,254
12801,42849,"14,370"
12803,54188,"7,036"
12804,63476,"23,957"
12808,51848,335
12809,61667,"3,373"
12810,44853,644
12811,40391,117
12812,44135,160
12814,57500,"1,519"
12815,51932,905
12816,51268,"4,634"
12817,43495,"2,146"
12819,41800,398
12821,51361,"2,022"
12822,50199,"5,788"
12823,56316,201
12824,56503,755
12827,53801,"3,826"
12828,49862,"8,455"
12831,69188,"14,408"
12832,47353,"7,035"
12833,56188,"4,053"
12834,56801,"6,548"
12835,45845,"2,647"
12836,51346,697
12837,43877,812
12838,62500,563
12839,44140,"12,046"
12841,41800,129
12842,44135,"1,260"
12843,40391,608
12844,51997,236
12845,58345,"4,974"
12846,56574,"3,167"
12847,55223,730
12849,44874,322
12850,56452,"2,249"
12851,45583,348
12852,45583,481
12853,41815,"1,655"
12855,45424,282
12856,40391,221
12857,45069,496
12858,42594,47
12859,59588,"2,009"
12860,45549,"1,154"
12861,41800,644
12862,40391,27
12864,44135,47
12865,50658,"3,562"
12866,62848,"34,669"
12870,42657,"1,678"
12871,58494,"3,627"
12872,42594,11
12873,50316,741
12874,51932,179
12878,44853,675
12883,35619,"5,138"
12884,52531,360
12885,39201,"4,710"
12886,40391,389
12887,44733,"5,899"
12901,42031,"27,169"
12903,49040,88
12910,41858,"2,464"
12911,38688,35
12912,53583,"2,114"
12913,50310,994
12914,38618,919
12916,39771,"2,028"
12917,42055,"1,334"
12918,55377,"2,269"
12919,50833,"2,995"
12920,43228,"2,670"
12921,54792,"2,405"
12922,38922,61
12923,44556,625
12924,38688,141
12926,40693,"2,054"
12927,38922,272
12928,53369,"2,115"
12929,45750,"4,127"
12930,37519,614
12932,50674,"1,372"
12933,44556,1
12934,44556,"1,028"
12935,43206,"1,852"
12936,47662,618
12937,38559,"1,529"
12939,53875,167
12941,51623,"1,286"
12942,51438,611
12943,51438,450
12944,18527,"1,951"
12945,39164,669
12946,46443,"5,079"
12950,47625,710
12952,46629,600
12953,41765,"16,245"
12955,44837,390
12956,40169,"1,495"
12957,39957,"1,626"
12958,40944,"1,806"
12959,40944,"1,344"
12960,40169,"1,141"
12961,40169,101
12962,57226,"5,499"
12964,51438,188
12965,41528,465
12966,40074,"2,853"
12967,41503,"1,035"
12969,47227,451
12970,53514,"1,237"
12972,52344,"5,688"
12973,38922,146
12974,40169,"1,523"
12976,53875,238
12977,44738,"2,197"
12978,56516,416
12979,50833,"2,362"
12980,37956,"1,385"
12981,56506,"2,369"
12983,44646,"6,975"
12985,54981,"1,056"
12986,47141,"6,326"
12987,51568,152
12989,53875,"1,074"
12992,61377,"4,586"
12993,50337,"1,719"
12996,45105,"1,955"
12997,49960,"1,128"
12998,40169,532
13020,68947,132
13021,45135,"40,004"
13024,28147,"1,707"
13026,54743,"1,874"
13027,65388,"29,215"
13028,48667,"1,394"
13029,65747,"5,704"
13030,55319,"3,963"
13031,61986,"15,105"
13032,49863,"11,983"
13033,50344,"3,957"
13034,55034,"2,038"
13035,68722,"8,013"
13036,49542,"8,510"
13037,57807,"8,710"
13039,72496,"14,777"
13040,47119,"2,754"
13041,77707,"9,758"
13042,50755,"2,383"
13044,48773,"2,630"
13045,43715,"28,939"
13051,88438,155
13052,47994,"1,677"
13053,61020,"4,239"
13054,52631,"1,558"
13057,52353,"14,986"
13060,65452,"2,913"
13061,54998,"1,069"
13062,64375,181
13063,77096,"1,887"
13064,45500,106
13066,80707,"12,290"
13068,57048,"5,463"
13069,41522,"25,186"
13071,54130,"1,048"
13072,47520,"1,158"
13073,56656,"6,322"
13074,40712,"4,704"
13076,56596,"2,148"
13077,56566,"6,786"
13078,81789,"8,291"
13080,61588,"3,687"
13081,54130,"1,101"
13082,57000,"4,931"
13083,31286,"1,273"
13084,65525,"4,338"
13087,50448,145
13088,50364,"21,965"
13090,67537,"30,795"
13092,54162,"2,553"
13101,50954,"2,457"
13102,54483,98
13103,51488,325
13104,85107,"14,502"
13108,62228,"6,133"
13110,63869,"2,413"
13111,45146,"1,738"
13112,67888,"1,951"
13113,52324,322
13114,49305,"6,487"
13115,63611,249
13116,65356,"3,351"
13117,53255,235
13118,54913,"6,646"
13120,31029,"1,962"
13122,73236,994
13123,52761,339
13124,47591,135
13126,46877,"36,649"
13131,47507,"4,001"
13132,52344,"4,313"
13134,52194,118
13135,52952,"6,507"
13136,47591,529
13138,88438,44
13140,46281,"4,652"
13141,55740,680
13142,43950,"6,553"
13143,42890,"3,315"
13144,16585,541
13145,44201,"1,857"
13146,46399,"2,601"
13147,59678,"1,194"
13148,47508,"10,808"
13152,75256,"8,068"
13153,65197,359
13155,47591,613
13156,45376,"2,273"
13157,52761,913
13158,47785,"1,937"
13159,65006,"5,317"
13160,56087,"1,920"
13162,52631,448
13163,59250,334
13164,70876,"1,492"
13165,46563,"10,840"
13166,49303,"5,992"
13167,49801,"3,399"
13202,14319,"5,360"
13203,29509,"15,250"
13204,25653,"20,508"
13205,29466,"19,967"
13206,41095,"16,681"
13207,42722,"14,811"
13208,29888,"21,502"
13209,47372,"13,433"
13210,23759,"27,631"
13211,43048,"6,460"
13212,53848,"21,246"
13214,64411,"9,101"
13215,71865,"14,187"
13219,59601,"15,773"
13224,57498,"8,993"
13301,45500,119
13302,28337,974
13303,56928,"1,248"
13304,67171,"1,762"
13305,43906,268
13308,52157,"3,708"
13309,45957,"5,981"
13310,52315,541
13312,35695,373
13313,42760,630
13314,40588,324
13315,46975,"1,379"
13316,48719,"6,648"
13317,49256,"3,862"
13318,47563,"1,405"
13319,68210,874
13320,12567,550
13321,48666,"1,202"
13322,56313,"1,127"
13323,58077,"10,653"
13324,49447,"1,971"
13325,41719,976
13326,30550,"3,371"
13327,10248,495
13328,54729,"1,210"
13329,42081,"3,744"
13331,44767,271
13332,47787,"2,344"
13334,53327,"1,315"
13335,48221,"1,545"
13337,54158,833
13338,46149,"1,231"
13339,41769,"6,681"
13340,44687,"7,976"
13341,65450,86
13342,48221,149
13343,41786,"1,687"
13345,36345,205
13346,50724,"5,791"
13348,44838,"1,447"
13350,33416,"9,869"
13352,68897,79
13353,44048,151
13354,63653,"3,264"
13355,46007,810
13357,46032,"11,535"
13360,55473,407
13361,42152,743
13362,51696,24
13363,52255,"2,631"
13364,40588,298
13365,41327,"8,977"
13367,40891,"7,887"
13368,38613,"1,184"
13402,48336,"1,511"
13403,60112,"7,460"
13404,44702,179
13406,49327,806
13407,41705,"5,505"
13408,54199,"3,793"
13409,52460,"2,355"
13410,40929,185
13411,45389,"3,358"
13413,60097,"15,990"
13415,48221,99
13416,49321,"2,128"
13417,41780,"3,196"
13418,40588,255
13420,44767,"1,383"
13421,46963,"13,513"
13424,1810,75
13425,51435,"1,970"
13428,40929,"1,646"
13431,49872,"1,945"
13433,38452,"1,772"
13435,68897,317
13436,55473,126
13437,4376,54
13438,53038,"3,960"
13439,42447,"3,690"
13440,48746,"44,190"
13441,6191,4
13450,12308,32
13452,37346,"4,548"
13454,49375,822
13456,59809,"4,206"
13459,1575,68
13460,46640,"4,440"
13461,61649,"3,152"
13464,47399,"1,288"
13469,62267,781
13470,42683,763
13471,42166,"3,478"
13472,44767,241
13473,42157,810
13475,45943,17
13476,53340,"3,037"
13477,51523,"1,329"
13478,53221,"3,331"
13480,50139,"3,626"
13483,45414,225
13484,54648,200
13485,42448,"1,179"
13486,58327,885
13488,45772,134
13489,42287,680
13490,65096,"1,571"
13491,47523,"3,752"
13492,61500,"11,500"
13493,23572,"1,105"
13494,46250,389
13495,38315,"2,253"
13501,32334,"35,933"
13502,41948,"33,124"
13601,43349,"37,131"
13602,35767,"4,456"
13603,35813,"7,653"
13605,53015,"4,430"
13606,55471,"2,597"
13607,41639,"2,074"
13608,45192,"1,712"
13612,48618,"2,668"
13613,39291,"2,518"
13614,46528,272
13615,61382,"1,159"
13616,44791,"2,261"
13617,23377,"4,743"
13618,50734,"3,071"
13619,42094,"10,778"
13620,42526,"2,134"
13621,50359,671
13622,51866,"2,246"
13623,44395,28
13624,49804,"4,462"
13625,49187,"1,940"
13626,46772,"2,294"
13628,39787,228
13630,40506,"1,297"
13633,43274,333
13634,53876,"3,753"
13635,44206,"1,143"
13636,41908,301
13637,41278,"3,851"
13638,48696,347
13639,38922,285
13640,43266,285
13641,49783,79
13642,43269,"10,301"
13643,43950,35
13646,45238,"2,228"
13647,49187,7
13648,34173,"1,826"
13650,47761,"1,396"
13651,50750,124
13652,39069,"1,613"
13654,47853,"2,424"
13655,43334,"2,990"
13656,46113,"2,521"
13658,45115,"2,379"
13659,45830,603
13660,46167,"1,972"
13661,41945,"1,666"
13662,41521,"16,686"
13664,46528,460
13665,41070,819
13666,38922,270
13667,39116,"3,373"
13668,42071,"3,306"
13669,39235,"17,597"
13670,38922,499
13672,48104,474
13673,41289,"2,389"
13674,41908,137
13675,40981,105
13676,32177,"16,585"
13678,37224,154
13679,42649,"1,726"
13680,49695,"1,263"
13681,42303,792
13682,60212,861
13684,43707,"1,021"
13685,52861,"2,118"
13687,49187,466
13690,38922,957
13691,44593,"2,671"
13692,49783,37
13693,51531,418
13694,46404,"1,415"
13695,38922,33
13696,39140,84
13697,39399,"2,137"
13730,40727,"2,782"
13731,37629,"1,180"
13732,68092,"8,485"
13733,45377,"5,377"
13734,45346,"2,256"
13736,49365,"2,270"
13739,45128,852
13740,841,10
13743,49207,"3,708"
13744,57534,"1,191"
13746,49413,"2,465"
13748,52546,"4,141"
13750,48712,"1,075"
13751,48271,175
13752,42048,754
13753,40380,"4,450"
13754,39121,"3,410"
13755,41804,"1,200"
13756,36827,610
13757,49975,"1,072"
13760,51402,"44,106"
13774,36743,252
13775,49693,"1,811"
13776,45958,469
13777,51003,770
13778,46606,"6,100"
13780,47021,"1,045"
13782,39141,775
13783,36908,"2,633"
13784,54745,175
13786,48359,477
13787,49477,"3,672"
13788,5062,92
13790,41872,"19,409"
13794,46793,105
13795,50905,"3,755"
13796,6373,165
13797,47320,"2,214"
13801,47580,"1,399"
13802,52411,721
13803,49013,"4,064"
13804,37775,423
13806,50740,150
13807,43976,"1,403"
13808,45999,"1,768"
13809,46325,"1,675"
13810,29719,788
13811,49223,"4,495"
13812,44466,"2,392"
13813,47681,"1,017"
13815,37838,"14,100"
13820,34282,"17,871"
13825,4225,326
13826,47246,77
13827,53975,"11,896"
13830,47180,"5,022"
13832,47306,718
13833,46989,"4,427"
13834,44806,174
13835,49550,"1,482"
13838,41935,"4,542"
13839,40776,"1,485"
13841,47874,543
13842,35741,355
13843,44740,"1,963"
13844,47303,900
13845,44466,85
13846,50779,244
13847,37775,58
13849,44817,"4,755"
13850,63876,"21,791"
13856,39563,"6,598"
13859,45900,190
13860,48271,95
13861,32391,322
13862,47793,"4,403"
13863,46828,675
13864,50233,"1,155"
13865,46996,"6,511"
13901,43719,"20,038"
13902,78247,"4,900"
13903,46183,"19,198"
13904,41447,"9,535"
13905,36817,"27,737"
14001,54057,"9,287"
14004,42247,"9,307"
14005,56689,"1,874"
14006,54350,"10,775"
14008,49826,"1,506"
14009,46903,"5,758"
14011,53940,"8,105"
14012,47926,"2,537"
14013,43662,"1,785"
14020,41262,"23,194"
14024,45703,"1,730"
14025,62469,"2,966"
14026,83709,653
14028,52951,"1,590"
14030,54156,"1,521"
14031,68540,"8,935"
14032,84415,"5,397"
14033,65753,"2,190"
14034,46039,"4,523"
14035,52792,108
14036,51534,"5,334"
14037,53047,"1,032"
14039,57917,117
14040,57135,"2,159"
14041,45650,183
14042,41954,"4,159"
14043,50187,"26,663"
14047,62217,"6,803"
14048,36106,"15,963"
14051,100528,"18,115"
14052,56013,"15,120"
14054,60754,"1,339"
14055,54056,"1,640"
14057,62805,"8,440"
14058,51764,"2,319"
14059,71080,"8,670"
14060,47215,498
14061,54688,304
14062,46479,"3,443"
14063,42016,"14,422"
14065,47789,"1,884"
14066,46001,"1,358"
14067,51793,"5,305"
14068,74113,"5,723"
14069,59609,928
14070,39446,"6,802"
14072,77733,"18,623"
14075,65166,"41,797"
14080,63094,"4,493"
14081,46472,"3,055"
14082,57557,498
14085,81212,"5,723"
14086,67559,"28,889"
14091,47309,"1,165"
14092,58574,"11,138"
14094,50985,"50,641"
14098,44836,"2,925"
14101,40939,"2,059"
14103,40440,"11,494"
14105,45749,"4,628"
14108,49986,"5,971"
14109,48571,"1,347"
14111,49745,"3,204"
14112,68066,85
14113,56138,752
14120,52522,"43,140"
14125,51146,"3,818"
14126,53145,510
14127,80904,"28,362"
14129,43915,"1,756"
14130,45726,275
14131,56257,"5,277"
14132,62959,"5,900"
14134,56901,101
14135,56887,163
14136,47119,"5,322"
14138,45836,"2,012"
14139,54570,"2,167"
14141,44355,"7,781"
14143,61088,"1,190"
14145,55206,"1,795"
14150,46638,"44,756"
14167,54814,"1,707"
14168,45646,42
14169,50064,81
14170,76017,"2,276"
14171,46074,"2,117"
14172,54186,"3,182"
14173,39583,431
14174,62904,"5,757"
14201,20512,"13,553"
14202,26963,"4,027"
14203,20209,"1,184"
14204,18371,"9,977"
14206,33847,"22,991"
14207,26253,"22,986"
14208,25206,"13,349"
14209,35969,"8,205"
14210,31853,"16,623"
14211,24889,"29,664"
14212,24113,"15,343"
14213,19121,"23,309"
14214,35784,"18,126"
14215,28968,"39,927"
14216,47453,"23,633"
14217,46301,"24,765"
14218,31054,"18,095"
14219,43442,"12,437"
14220,44893,"26,426"
14221,74419,"51,623"
14222,29683,"11,213"
14223,53893,"23,796"
14224,54838,"40,653"
14225,45634,"35,048"
14226,57540,"29,349"
14227,50838,"24,689"
14228,43245,"16,422"
14301,23498,"14,247"
14302,22750,120
14303,26198,"6,926"
14304,45605,"30,838"
14305,24090,"15,249"
14411,46472,"14,421"
14414,56636,"6,445"
14415,40055,116
14416,58969,"3,872"
14418,46204,"1,306"
14420,51719,"19,580"
14422,58573,"2,567"
14423,52056,"4,992"
14424,53453,"24,767"
14425,59630,"9,486"
14427,49379,"2,013"
14428,65993,"7,527"
14432,54966,"6,018"
14433,43377,"4,809"
14435,7801,380
14437,44691,"12,172"
14441,46691,331
14445,51754,"8,075"
14450,77142,"40,834"
14454,42503,"10,239"
14456,46567,"20,413"
14462,57318,643
14464,59287,"7,810"
14466,50428,"1,672"
14467,65834,"8,857"
14468,65059,"16,741"
14469,59238,"6,280"
14470,53517,"9,074"
14471,45942,"2,671"
14472,85758,"7,829"
14475,60714,223
14476,63278,"2,368"
14477,63358,"1,737"
14478,61485,"1,399"
14479,45134,112
14480,59568,667
14481,57384,"1,912"
14482,52826,"8,557"
14485,55559,"4,579"
14486,45500,286
14487,58384,"5,858"
14489,41531,"7,432"
14502,61722,"9,414"
14504,46702,"1,443"
14505,55172,"5,598"
14506,112691,"1,289"
14507,45769,"1,324"
14510,47873,"5,013"
14511,61462,568
14512,47521,"4,659"
14513,46263,"14,569"
14514,57692,"4,403"
14516,51302,"2,525"
14517,44514,"2,850"
14519,67230,"10,843"
14521,44827,"2,955"
14522,52819,"9,089"
14525,59242,"2,898"
14526,73106,"19,584"
14527,46598,"12,817"
14529,42057,13
14530,46592,"7,595"
14532,64563,"4,286"
14533,45776,"2,007"
14534,93605,"29,833"
14536,45322,674
14537,51406,191
14539,45500,158
14541,54908,"2,036"
14542,51019,75
14543,80051,"3,197"
14544,50490,"1,990"
14545,52066,162
14546,61562,"4,940"
14548,49608,"4,139"
14549,50167,60
14550,46374,"1,584"
14551,46867,"5,725"
14555,56069,"1,279"
14559,66915,"16,342"
14560,20187,931
14561,57105,"2,953"
14564,62071,"7,496"
14568,70393,"6,138"
14569,44503,"6,528"
14571,54538,"1,222"
14572,35045,"4,334"
14580,72609,"43,542"
14585,60714,7
14586,61215,"6,687"
14588,47387,605
14589,52125,"7,728"
14590,44267,"5,505"
14591,57424,"1,802"
14592,45500,80
14604,11709,"1,665"
14605,18461,"14,505"
14606,39514,"29,186"
14607,35417,"16,210"
14608,21868,"12,934"
14609,40070,"43,372"
14610,61794,"14,572"
14611,26261,"18,809"
14612,57827,"34,351"
14613,30634,"14,613"
14614,11709,915
14615,39101,"16,481"
14616,49118,"28,383"
